Review Time,ASIN,Overall,Summary,Reviewer ID,Review Text
2014-03-2,B00CXFH4MC,4.0,Interesting,A104ZV8AHDTTQP,A reminder as to why I don't read much of this type. The story had excellent build up but I was rather disappointed with the ending. I would still recommend it as a decent read to kill some time while waiting for an appointment. Not sure if I would pay for it but like I said this isn't my usual brand of reading.
2013-06-13,B00CXWZWAQ,4.0,Fun and Quick Read,A1168ILANAUMV8,"What a fun little hot read.  I am a sucker for shifters and for rockers, so this 1NS was right up my alley.  Mina has a fun sense of humor and I simply adore the fact that Melody was an extremely intelligent woman.  Yes she melted into a silly pile of goo for her wolf, but who wouldn't.  I hope that the author writes a story for her brother.  I found myself thinking of him long after his scene with Melody.  If you want a short, hot, fun shifter read, you will probably really like this book."
2013-12-23,B00CY0VLTS,5.0,Very informative,AW5X72Z3T4C7V,I found this book very informative and helpful for those embarking on a career of self publishing. I would recommend it!
2013-11-12,B00CY2ORGK,5.0,Amazing,A11XITAEOLDC0Z,"Wonderful! I couldn't read it fast enough. When I got to the end and read about the author, I was amazed. Keep up the good work, I can't wait until the next one.."
2014-05-7,B00CY4PMTO,5.0,I liked it,AX615ENPZRMEH,"I don't usually like vampire books, movies, etc. but this one captured my imagination and so I read the entire four book series.  I would recommend it to anyone who enjoys reading for entertainment."
2013-05-24,B00CYO8TO4,5.0,true love goes a long way,A3975HWN8MST03,I Love Vince so strong and understanding.  Melissa you have outdone yourself with these Santini's  I love them all.  But Vince he is the best thank you
2013-06-23,B00CYRH3H0,2.0,This book was strange,A2HE4RLFHA3H0M,"Strange book didn't understand the plot, thought it was funny at first then it got strange. Hopefully it will be more readily understandable later on."
2014-05-28,B00CZ28WYC,3.0,Okay book,A1IGZJIN29DBJQ,"okay book. story was too long and I didn't like her losing her true love, then loving someone else, then losing him and back to the first love. I did like the fact she was an independent women of the 1800's. good for a free book."
2014-02-8,B00CZQMN98,4.0,Well.......,A37HJQE83MMQ4M,"Like the books with reservations....I have not had or known anyone to have their underpants spontaneously combust when they were in the presents of a beautiful man..... For a woman who has had very little sex life, I think the love scenes make her seem aggressive and kind of juvenile.  I didn't like the cliffhanger, but could see how the book was setting it up for her health issue.  (Trying not to give anything away.  I hate spoilers).  Ended so abruptly that I'm not sure that I will go on and read the rest of the series."
2013-11-7,B00D0CI8AO,4.0,I really enjoyed this Halloween mystery,A1H0PTT0NVO9J7,"This was a quick read and an enjoyable Halloween mystery. I enjoyed the insertion of the ghost into this detective service. The book was spooky, suspenseful and funny. What more could you ask for in a Halloween mystery. I would have given it 5 stars if it had been a little longer.Good fun read."
2014-06-29,B00D0STF28,4.0,Good read.,A2H0T5YHIU7Y54,"I finally got to know what happened to Nykk.  This is the fourth book in the series and it was all about Nykk.  I've been wondering since book one about the scar on her face, and wanted to hear her story.  It was different from what I've imagined happened all this time, but I liked the way it shows why she's the way she is.  I hope the series continues."
2013-07-14,B00D0SW3QI,5.0,fabulous,A4SNUKSJQFK3Y,I was lucky enough to find this for free...this was an amazing story! I hope there will be a follow up story with Ronnie and Liam! This can't be the end!
2014-04-17,B00D192118,3.0,Quick reference for a quick meal,A23VYN7ETM1LPW,"This was okay. If you want a ebook for smoothies you will find it interesting. I read it, use it but did not see how I would use long term. It is a personal preference, not a reflection on the ebook."
2013-07-19,B00D1I2PHY,5.0,great series,A135XY5RUU2C11,"Have loved reading this series, hope we have more to come, keep the stories coming I will buy for sure"
2013-07-1,B00D1YGQP0,3.0,TOUGH TO LOVE: SAVING AVERY (A NOVELLA),A2YOAV9HC8HNMB,"This was a moving and thought provoking story. I have to say it had its moments where I didn't want to put it down but yet it was so sad because of the codependency that they both had in the relationship that they had with each other. But, at least there was love there for at the end there seemed to be a HEA. I thought Avery had such a hard past to work through and Steel was the perfect man to help her work through it and Steel too had his issues of being a controlling person but yet he was able to be in a place to step back especially when he asked Avery to leave and be a true man and admit he was wrong and she had to admit she was too by reacting instead of acting. As we all do when act out of fear or hurt. I have to say I did feel a little cheated with the ending of this story like we did not get find out about his career or if they finally really do get married. But it is a Novella so I guess I needed to keep that in mind."
2013-09-8,B00D247AMM,4.0,I really liked this!,AHPD9XYCN3V99,"It is VERY short, but had a cute story that kept me interested. I finished it and want to know more!!!!It was well written, well edited, funny, and had great characters. I loved the inner dialogue of both main characters. Monty, especially, was fun to read as he realized he was in love.The only cons were the length, and the author was a bit free with the rules of the time. I could overlook it though because it was a fun read. I also would have preferred a better epilogue. The ending was abrupt, and I assume its because its a series, but a good author should be able to deliver a stand alone story with a satisfying ending!"
2013-07-8,B00D357GWE,5.0,Loved the abundance of information!,A1Z4JQ9HXXENPJ,"I bought this book as the idea of DIY solar panels sounded intriguing. I thought to myself: ""Solar panels are so expensive. It would be awesome if I could make them myself"". To be honest, I'm impressed with the book. The author walks you through tools and supplies you will need and building each part. I can't wait to try it out!"
2013-06-9,B00D3CDEA0,5.0,Can't stand delayed satisfaction!,AXX3YLW6H7Z09,"Just like a two year old,I can't stand delayed satisfaction.  Yes, I read and truly enjoyed Barbour's, ""Spin the Wheel'"" but having to wait for ""Let it Ride"" is painful! Aurora and Kai's wedding was breathtaking and Lisa and Jeff Waters' steamy night together left my imagination in overdrive. A worthwhile read even if it does leave you hanging!"
2013-06-13,B00D3KVQ02,5.0,Good tips that worked for me ...,AGA3BWNCB445T,"I think what worked for me the best were the practical suggestions about changing my beliefs, self-image and dealing with unresolved bad emotions."
2013-07-10,B00D4754IE,5.0,Extremely Engaging Short Story!,A3U5VWKLC13E6W,"This was an extremely interesting prequel to The Halo Series. The characters  are extremely vividand well put together from the very first pages of the book. I was completely wrapped up in the story from beginning to end. Some of the imagery was totally shocking (not a bad thing), but so vivid you swear you were completely in the head of the main character.I'm extremely interested in the next books in this series as this story is completely unique from anything I've ever read before!"
2013-07-22,B00D494J2O,4.0,Super cute,A1Q33020JJKDAN,"This was super short, but super cute. I am so ready for the next Deadwood book.  This little excerpt helped me get a quick Deadwood fix. The other stories were even shorter but still amusing."
2014-06-13,B00D4CS6OS,5.0,one of my favorites,A24TUS25WCH9QH,Absolutely loved this book! I could not put it down. I felt hate and love for the different characters. And I felt the excitement and anxiety for them in the different scenes! I cannot wait to find out what happens in the next book!!! The ending just had me jumping up and down like a mad woman.
2013-10-7,B00D4FOLHQ,4.0,Enjoyed,A3CR82VBYTN4YK,Enjoyed the book. A fast read for light reading. I don't have more to say but this program requires me to say more.
2013-11-3,B00D526OEG,5.0,A fun collection,A30VYZKK7XR1IS,"This is a collection of seven short stories written in rhyme. Barky is an adorable puppy who makes new friends and has adventures that lead him to the conclusion, &#8220;I guess it&#8217;s really true that mothers do know best.&#8221;The stories are interesting and moral values are taught gently. The rhyme almost always sounds naturally conversational. The cute illustrations are not credited, so I assume art is another of Jill Porter&#8217;s talents.I enjoyed the stories, and I think my grandchildren will, too."
2013-09-1,B00D6KEIJ0,5.0,Sinfully Fun and In-Your-Face Action,A26OAZ5TKMA7Q6,"I read the first chapter and had to know more right away! What I thought was going to be a cute supernatural-filled read turned into a high-powered, tilt-a-whirl sundae with OH MY toppings.The GoodIt was even better than the first chapter had me so excited for. I met a girl that's strong and stubborn working for an investigation agency with her mom. One fabulous thing about this story that I don't see often is that her mom is a large part of her life. She tries to set Jessie on the bench during the hard cases to keep her safe, but Jessie's too stubborn for that. I love seeing this caring mother though. Jessie's father plays the role of absent parent, and his story, even how it's revealed in bits, is incredibly interesting.Lukas is by far my favorite character besides Jessie. He is the storm that rolls in and blows their town to smithereens. Handsome, charming, a bit naive, and great back-up, he brings the problem to their doorstep, but stays through thick and thin to get the mess cleared up.The story and the writing are absolutely spectacular! I didn't want to put this one down for a minute. The whole concept of the Seven Deadly Sins being personified and snatching bodies was unique and exhilarating, then Jessie and her mom having such a small deadline to be up against to save the innocents kept the pace action-packed. There are epic twists, turns, and reveals within the pages of Darker Days.The BadNone - yep that's right. I don't remember one negative thing with this book. Even the cover is pretty!The RomanceThe romance is very YA and cute to read. Jessie and Lukas make an adorable pair. Lukas is amazingly good, handsome, and old-fashioned. Jessie needs an old-fashioned guy. She's a little rough around the edges and he helps smooth them out. I like seeing the two of them together.There is an attempted rape to watch out for.ConclusionWow! Talk about an ending! How could you do that to me Accardo? Smack me with the feels and make me get all invested and emotional? What a roller-coaster ride and cliff jump at the same time, but in a good way! This story should thrill any paranormal and urban fantasy fan. Jessie may be a YA character, but there is not a lot of the YA annoyances that may turn adult readers off. Darker Days has some great supernaturals, action galore, topsy-turvy twists, and a story-line that I must see continued in a second installment! Absolutely recommended."
2014-07-8,B00D6NDM62,4.0,"4 stars for me on this little gem! I loved the story&#8230;it was cute, entertaining, and had a great flow.",A3VW9ICU2HJEL,"Seraphina is in training to become one of the highest order of angels and Cole is struggling with becoming demon or death. From worlds apart Sera has a vision that, against her better judgment, draws her to find Cole who she believes to be her human mate. After a week together she has fallen in love but forces herself to leave once she discovers his true nature&#8230;breaking both their hearts.A century later, unable to stay away any longer, Sera seeks out Cole only to realize that neither of them has forgotten what they shared all those years ago. Though hardened by embracing what he is after Sera left Cole knows she is the only woman for him and is willing to do anything to keep her this time.With outside forces doing all that they can to return Sera to Heaven can Cole keep her with him and safe? What are they both willing to sacrifice to be together?I really enjoyed this story&#8230;though I wish it had been longer because I devoured it in about 2 hours&#8230;and can't wait to dive into the continuation of Cole and Sera's story in My Demon Determined. I loved Sera and her stubborn and sometimes childish ways. She is strong-willed, curious, and refreshing. Cole&#8230;*swoon*&#8230; passionate, dominating, and frustrating as hell sometimes! I have a sneaking suspicion that we will learn a lot more about him and his situation in the next installment of this series and I can't wait! The only thing that could be improved upon, in my opinion, was more background on the characters and maybe more detail on their time together in the beginning&#8230;but that would have made a much longer book. However, I am a sucker for the details and background to really get into the characters. It was still a great read!!!If you are looking for a cute little read with some hot sex scenes that will have you laughing one minute and ready to throttle one of the characters the next you better get your one-clicker ready and go grab this little gem!"
2014-04-19,B00D6NDM62,4.0,Sensual Love Story Between An Angel and Demon!,A35EH6VHW336ML,"~4  Sensual Stars~*I was given a complimentary copy by the author in exchange for an honest review.*WOW!!!! Who knew a love story between an oracle and a demon could be so HOT? As I began My Decadent Demon, I wasn&#8217;t quite sure what to expect. However, after reading the first few paragraphs, I was hooked.Seraphina, Sera, is an oracle in training who has the gift of foresight, and one of the first visions she sees is a sexy as sin demon, Cole. However, she doesn&#8217;t know he is a demon; she just knows that his destiny is linked to hers. She sets off to find him in the human world, and he is even more spectacular in person. When the two meet, they begin a sexy, torrid affair until she realizes what he truly is. Of course, her being an angel and him being a demon would never work in her eyes, so she leaves him. Fast forward 100 years later, and she hasn&#8217;t been able to forget him. Meanwhile, he has been living half a life without his angel. She hunts him down again, and they pick up where they left off with Sera professing her love for him. Of course, fate intervenes, and they have some major obstacles to overcome. Will they be able to overcome their two very different backgrounds to find their own HEA?This book has to be one of the most sensual reads I have read. Both of these writers have a talent in engaging the senses which draws the reader deeper into the story. They use such lines like these.&#8220;He could still taste her on his tongue, could smell her exotic scent mingling with the chocolate.&#8221;&#8220;Inching closer she leaned in, savoring his voice as he spoke. It was like soft, warm velvet rubbing across her skin.&#8221;&#8220;Her lids slid closed as she inhaled his scent. Oh Heavens, he smelled raw and wild and intoxicating. Like thunderstorms and forest fires and the finest ambrosia.&#8221;And I don&#8217;t think I will ever look at candy and chocolate the same way again after their hot session in the kitchen. WOW!!!!There wasn&#8217;t one thing I disliked about the characters. Sera is one unique angel. There is a sweet innocence to her, but yet she does have this naughty side that Cole is an expert at bringing out. Cole is one hot domineering demon. All he has to do is look at Sera, and she is putty in his hands, and he is excellent with those hands! As readers will see, he may be a demon, but he certainly has a human man&#8217;s heart. They seem to bring out the best in each other, and they are a couple you are really rooting for. You want them to end up together even though they are from two very different worlds and have so much to overcome to find happiness. I will say it again. The sex scenes are UNBELIEVABLY HOT!!!Borrowing one of Sera&#8217;s quotes, &#8220;Sweet stars above,&#8221; this one fantastic, steamy, sensual book. I do have the sequel already on my Kindle. As I finish this review, I will be headed back into the sensual world of Sera and Cole to see where the two lovers are headed next. If you are in the mood for a sexy love story with great characters, I would highly recommend this one."
2013-07-29,B00D6Q062M,5.0,Nice story,A28XUAUN0OKZ66,Starts off slow but after a that you cannot put the story done.  I would recommend this book to my friends.  I will definitely read this author again.
2013-08-30,B00D6X6IP4,5.0,Unique Twist on NA Contemporary,A18VOYACEFASOM,"This was a book I was so incredibly excited about. I had read Parent's Forty Days and fell in love with her writing style. I was glad to read Precious Things and see that her style (although vastly different genres) was still apparent throughout.When I first started Precious Things I couldn't  help but think that Isabelle was slightly pretentious. However, as I continued I realized she was just a normal 18-year-old girl struggling with a huge let-down and really, a life of let-downs. Where I noticed some readers feeling hostility towards her, I felt empathy and tried to view her situation with an open mind. She continued to grow up and grow on me throughout the story.As for Evan, he was great. I love that he's not the prototypical NA male. His normalcy is refreshing. Now don't get me wrong, Evan isn't perfect, he has his flaws, but nothing too serious. He's just a generally nice guy and although he respects Isabelle, he also stands up to her when the times arise.I also really enjoyed the side characters, including Isabelle's brother (Corey), dad, and new friend, Lucy. They all brought their own challenges into Isabelle's life.  Her dad presents as one of the biggest challenges. After using her college fund to re-mortgage his small (and somewhat failing) bakery, Isabelle is forced to attend community college rather than the prestigious university she had always dreamed of. She feels resentment and anger towards her father but never feels that she can express it. Between her dad's frivolity and her absent mother, Isabelle has built a wall around her emotions. Evan helps her to realize that it's okay to express all of her emotions. I really loved Lucy. She was silly and funny. She even continued to try to be a friend to Isabelle despite Isabelle's original icy demeanor towards her (and everyone else).Precious Things is not your typical NA. There are no huge, potentially damaging secrets. It's about two normal people trying to navigate and learn about the world and themselves. I enjoyed that it wasn't about trying to uncover any big mystery but rather about Isabelle realizing and altering her perceptions of herself, others, and the world around her.Overall, I would recommend this book to someone looking for a New Adult book with a different twist. In addition, I'd just recommend this author's work, period, because she has a real craft for storytelling."
2013-11-29,B00D6XE2GQ,5.0,Good lord,A33YHG38QGS7MI,I have never cried so much in all my life.  How can you come back from something so violent so heart shattering. How do you learn to go on without the love of your life.
2013-08-9,B00D7H38ZM,4.0,Good,A2Q7XQAHNOEHV2,"This book was good but weird, not sure what i was expecting but not what i got! I will read the next one though ;)"
2014-01-21,B00D7Z4FW4,3.0,"If you&#8217;re looking for a New Adult that&#8217;s a quick read with just a little angst, it might work for you.",A85N1G9TBX8YV,"First reviewed at Red Hot Books [...]I really enjoyed the previous book in this series, Sweet, for its strong and realistic college-aged heroine. I was really hoping that the author would continue this frank portrayal of another college woman trying to navigate her way through some regrettable behaviors. Unfortunately, the book came up a bit short.Robin was your typical college party girl; the girl that&#8217;s always looking for a good time with booze or boys, preferably both. Yeah, she knows that she probably drinks a little too much and that the hookups leave her with a little bit of an empty feeling, but she&#8217;s young and dumb and having fun. All of that changes after getting wasted one night blacking out and waking up in the arms of her best friend&#8217;s boyfriend. Horrified and ashamed of herself, Robin holes up in her apartment where she sinks into a summer long depression. Robin continues to ignore her friends, terrified of anyone finding out her secret. After deciding that she&#8217;ll have to move out of the shared apartment, Robin gives in to her friend Jessica&#8217;s demands for a visit where she meets Jessica&#8217;s boyfriend&#8217;s cousin, Phoenix.Phoenix is scruffy, tattooed, two days out of jail and living on his cousins&#8217; couch. What he has in the world can be counted on one hand: $5, a felony record, a druggie mom and a bad temper. Phoenix knows he can&#8217;t offer Robin anything but all he wants to do is help the sad girl in front of him who loves art as much as he does. They embark on a friendship, despite Jess & his cousin&#8217;s disapproval. Robin isn&#8217;t sure what she wants out of life, but she admits that she can&#8217;t do it with alcohol. Phoenix becomes her sounding board and it helps that he&#8217;s totally clean too. Of course, they&#8217;re totally bad for each other, but they fall in love anyway.At first, I sympathized very much with Robin. I was a bit of a wild child in college and definitely made questionable choices. I also owned up to every one of my decisions, however much under the influence they were. So I had an issue when Robin doesn&#8217;t run and tell Kylie that her boyfriend is a scumbag who&#8217;s been trying to continue to hook up with her. Instead, she holds her secret close and only cops to it when confronted.Phoenix was really a sweet guy for being &#8220;the bad boy.&#8221; It was just life&#8217;s circumstances that led him down a dangerous path. The self-loathing of being a no good nick was ever present but only as much to be mildly annoying. In the end, I ended up relating more to his character because it felt more genuine.On one hand, I liked their relationship. Phoenix was a good foil for Robin&#8217;s nave suburban girl. He was appreciative and respectful of Robin from the get-go, so she was free to finally be who she was and not have to put on a mask. On the other hand, the insta-love was soo &#8220;insta&#8221; it gave me whiplash. They go to the park, meet for lunch, and exchange a bunch of text and then its love? Right after that there&#8217;s Phoenix getting her face tattooed on him &#8211; for a chick you&#8217;ve known for a month or two?Finally, the other two issues I had was the side story with Phoenix&#8217;s cellmate and Robin&#8217;s reaction after her cover is blown. The former felt contrived and served little purpose to the story. The latter was a ridiculous histrionic response that turned me off of the character completely. Then, in a matter of few pages, the story just whips everything together in a pretty little bow.Even though I struggled a bit with this novel, the writing is fluid and I enjoy the author&#8217;s voice. If you&#8217;re looking for a New Adult that&#8217;s a quick read with just a little angst, it might work for you.Rating: C*ARC provided by Intermix"
2013-12-19,B00DA990EK,4.0,4.5 Star Review,A3326UC548HDXO,"In Thrown by Colette Auclair, Equestrian Amanda Vogel has been forced to put her Olympic dreams on hold so she can concentrate on rebuilding her career. She's taken a job teaching actor Grady Brunswick's daughters to ride and must relocate from Florida to Colorado for the summer. While Amanda is excited to meet the handsome actor, she is not looking forward to dealing with what she assumes will be spoiled and unruly girls. She's not far off the mark. Not only are the girls running wild, needing some attention and guidance, but Grady proves to be equal parts charming and an overwhelmed single parent.After a first memorable encounter with Grady, Amanda falls into a routine with training sessions and her nightly chats with his personal chef, and BFF, Harris. She does her best to ignore the obvious sexual tension between herself and Grady but he won't leave it alone. Once Amanda finally admits to herself what she feels for him, things get complicated as she has to choose whether to chase her dream or chase what could be the love of her life.Grady Brunswick is an A-list actor who is still trying to get the hang of parenting on his own since losing his wife. He's decided to hire Amanda to give his daughters riding lessons as they both love horses. Grady likes what he sees in Amanda and begins to devise a plan to see where their attraction will take them. She resists at first, wanting to keep their relationship professional, but he can tell she feels the same way about him. Grady isn't perfect and makes the occasional misstep in his pursuit, but he hopes he can offer her a good enough reason to give him a chance.Thrown is a heartwarming story filled with funny, quirky moments. It centers on a man and a woman finding their way through life's craziness and attempting to make a lasting connection through it all.I really enjoyed this story and thought Colette Auclair's writing style had a wonderful flow to it. Each scene was set up perfectly and I connected with the characters easily. I may have had moments when I didn't want to like Grady...he had a bit of a spoiled actor ego going on, but I couldn't stay mad at him. He would always do something to redeem himself! The secondary characters were all well developed, but I admit my favorite was Harris. So. Funny. I think we all deserve to have a close friend as witty and hysterical as he was.It was so much fun to get to know Amanda and Grady. They both had a great sense of humor and were just really good people who were very caring and wanted to do the right thing. I thought it was so interesting how Grady was successful, seemed so together all the time, yet he doubted himself as a father and felt unsure around his mother. It caused him to second guess himself when he normally would be quite decisive. He was overprotective of his daughters, and rightly so, given that he lost his wife tragically. I loved that Amanda was able to tune in to the girls needs and help Grady find a balance between being their father and still enjoying time with them. They made a great team. Amanda had her own demons to fight, which caused some friction between them. I thought the fact that she presented herself as a strong person while she was struggling on the inside was something many of us can relate to.Overall, I think Thrown is a wonderful romance. If you love stories based around personal growth that include a myriad of emotions, and a lot of horse-talk, you would be hard-pressed to not enjoy this one!"
2013-08-15,B00DB8AVZC,4.0,Diamond!!!,A3M1104X8EN9O,Diamond and the girls are at it again. Diamond recovers and gets her man but will she keep him if he finds out who she really is. Very good series but too short.
2014-06-21,B00DBE8QDU,5.0,Going home again has it's  mysteries,AK0NFQ39AFVZ3,"This was a truly fun trip home again with quite a odd mystery.It kept me entertained and amused. It pulled me happily along.The ending came as a surprise. But a wonderful trip, all the same. Good well written characters and very believable home town. Molly is wonderful as a leading character."
2014-02-15,B00DCX6EFM,4.0,Mer Tales,AI0FBRMXX4R8C,"EverblueI read an excerpt of this book at the end of another authors book and I was hooked. I finished Everblue in the wee hours of the night/morning. I just couldn't put it down and have already started on book 2 (Evergreen). I like that it's told from both Ash & Fin's point of views. Brenda has created characters that you can relate to (even those of us that are adults) and a world that makes you wish you could be a part of.EvergreenA good second installment of the story with twist and turns that keep you reading. Like the first book I liked that it was told from both Ash and Fin's POVs. Looking forward to reading Everlost!EverlostAs much as I enjoyed this series I was a bit annoyed/dissapointed with this book, the 3rd in the series. Rather than picking up where the second book leaves off it starts in the second book where Tatchi is left/stays in Natatoria and goes through the events that were happening in Natatoria with Tatchi while the second book was happeing on land with Ash, Fin, and the others. Although I liked finding out what had been going on with Tatchi in Natatoria I don't see why it couldn't have been given to us at the same time. For example, have the Ash & fin POVs and then a chapter in Natatoria so that you knew what was going on in both places in &#34;real&#34; time so you weren't then back tracking. And then the third book could have started where the second left off. Also, allowing for giving us more about what happens with the main characters Ash & Fin that we grew to love and followed so closing in books 1 & 2. It was frustrating that they didn't reappear until near the end of book 3 when they were the main focus of the other 2 books.I was also a bit dissapointed with how quickly everything was wrapped up. By the time we catch up with where the second book left off and we're rejoined with Ash and Fin there wasn't much left in the book. While reading I kep thinking how is the author ever going to have enough time to wrap this all up and sure enough I was left wanting more, thinking &#34;Is that really it?&#34; I wanted more both with how things are &#34;fixed&#34; in Natatoria and how things play out for the main characters (not just Ash & Fin but the others too - I don't want say more than that so I don't give away any spoilers).Don't get me wrong this book is still a decent read and I enjoyed parts of it. I just think there should be more and/or could have been done a little differently. If Brenda were to ever add to this series or have a spin-off series I would definitely read it. I still want to know what else happened..."
2013-10-31,B00DCZTLOQ,4.0,A good read,A3UJHS0M6LODOO,This series is good it ties all 3 books together ...full of action suspense and love. It's a page turner.
2013-09-11,B00DDXKA1U,5.0,The Second stand alone in the series (read this one first),A1LJDXQ4MR0YLQ,"Warner and Taddy's relationship is not what I expected.  When I got deep into the book and figured out that Warner who lost his first wife but knew how to treat a women when it came to the bedroom and beyond I knew it would be great.  However, Taddy was not willing to open up as he wanted but sure was up for the awesome sex.  Just as in The Manhattanites #1 the sex is amazing and mind blowing.  The relationships are just as great.  I would read this one first through because it gives a background about the character Lex as well as Taddy and what her parents did to her was terrible.  I enjoyed it and recieved it for an honest reveiw."
2013-09-4,B00DDZRKNY,4.0,Sexy and Different.....,A599T4SXC8IFK,"This book had some SEXY scenes.  Elodie Parkes definitely knows how to turn up the heat.The Winter Girl begins when you are introduced to Lily.  Lily is moving into a house she has just inherited because she needs to get away from her former life and more importantly her former boyfriend.  She decides that this is the perfect way to move on.  Lily isn't looking for anything serious after all she has just gone through, but she hasn't totally written off all of them.This is where we meet Ash.  Ash is the typical playboy with a small twist.  Ash is picky when he comes to women and only keeps them for a short amount of time. He always has a summer girl and a winter girl (as he calls it).  But once they fall in love he sends them on their way. Well once Ash meets Lily he thinks he found his winter girl and that's all.  Or is it.........This is where the story between these two begins.  I don't want to give too much away because it's definitely something you need to read to get the full effect.I'm not sure this romance book is for everyone.  It isn't the classic guy meets girl and they live happily ever after.  You ARE NOT going to love Ash in the beginning. This doesn't happen till towards the end. So when you are reading it's hard to get into the story and route for them to be together.  But in the end it was worth the read even though it's not a classic romance story.  It is crazy hott between these two character though.  So if you are looking for some heat.  This book will do it for you!!I give this story 3  stars.  I think everyone should give it a chance and I don't think you will be disappointed.*Written for Seductive Romance Reviews"
2013-06-23,B00DE33QPQ,5.0,If i could give it six stars I would,ACSET7GBDEGRF,Book 4 in this insanely good series I highly recommend it to anybody into zombies.  I am a little mad at myself for finishing it so quick now I will be forced to send the authors nasty emails telling them to write faster.
2014-05-1,B00DECAVZK,5.0,great finish to the Keegan chronicles,A2EBCPYV271P7R,"Some happy  some sad moments... I skipped through some of Rourk's military stuff, didn't care about it most was what I call filler but overall really enjoyed the series. I want to know on thing? What happened with the alternative world and dark magick that was in the Lauren spinoff... I can guess at it after this book"
2013-11-13,B00DERJSOA,4.0,Preheat,A10C3068FTNIOC,"Pretty good read.  Couldn't wait to read the next books and see what these two endure.  Carter seems hot, wish we could see him."
2013-06-18,B00DFNB3LY,5.0,"Great story, great characters with emotional element and hot sex!",AJROLS3AD3OLL,"""A friend of mine once said he knew he'd found the right Dom when he got down on his knees for him, and as soon as he was on his knees, he never wanted to get back up.""This is the story of Chase, who has not fully recovered from the break up of his previous relationship, and Derek, who is desperate to fall to his knees for him.What a perfect setting for this book! It has it all - loads of hot men in a heated environment with leather, ropes, whips, sex toys, bondage - and gorgeous characters who obviously madly desire each other! There are complexities due to inability to express feelings and past lovers on the scene to cause some dramas.The characters are wonderful. Firstly Chase (I always love a character named Chase!) who wants Derek to submit to him but needs closure on his relationship with his past submissive first. And Derek, who finds he can't get Chase out of his mind.I loved the way the characters were able to have sexual encounters with other people so long as the other was involved, even if the other was only observing. This seemed to really fit the plot and characters, rather than a forced scenario where they suddenly became monogamous to show their love. And this really seemed to fit with what Derek was looking for in a master, someone he'd be prepared to be collared for. ""I just can't find the Master Right who knows damn well that when he lets me off the leash, I'll come back, but who will still clip me to it enough to make me feel like I'm still his, you know?""Great story with an interesting plot and emotional element balanced with some very, hot and well written scenes of dominance and submission.Now I just need to find out where the nearest and next Leather Convention is being held and make plans to attend......"
2013-07-19,B00DG9L4B6,5.0,A GREAT STORY,A24H5TP8HNEKQZ,"What a wonderful story. I fell in love with Trent, and Gage, also the children. The plot was great, and the characters was also good. A MUST READ. I enjoyed this book very much."
2013-07-28,B00DGXKBBQ,5.0,The Valhalla call(warriors wings),A2QPE4WHA4NJGK,One of he best such book series. I have ever read. Can't wait for more stories about  .  Sheila adai.
2013-07-14,B00DH52R5G,3.0,A nice read,AM8HWHNI717U4,"A little disappointed in the ending, as it seemed to drop off as soon as the words &#34;I love you&#34; were spoken.  I did enjoy the story for the most part."
2013-09-29,B00DIAYEAG,5.0,Wow,AO3NAH5QVBOU2,"I was sceptical in buying this book because of its racial theme against the heroine, but I took the chance and boy was the plot interesting. The hero fell in love with the heroine despite her ethnic background. How he went about getting her was ruthless and when he had her well let just say the plot was twisted. This book comes in two parts. Buy the book is my recommendation."
